online_order,book_table,votes,location,rest_type,cuisines,Cost2plates,Type,Is_Success
No,No,0,Bellandur,"Takeaway, Delivery",North Indian,300.0,Delivery,1
No,No,0,Bellandur,Food Court,North Indian,200.0,Delivery,1
Yes,No,151,others,Delivery,others,450.0,Delivery,0
Yes,No,11,Bellandur,"Takeaway, Delivery",others,600.0,Delivery,0
No,No,14,Bellandur,"Takeaway, Delivery",others,250.0,Delivery,0
Yes,No,35,Bellandur,Cafe,others,650.0,Delivery,1
Yes,No,0,Bellandur,Quick Bites,Fast Food,300.0,Delivery,1
Yes,No,0,Sarjapur Road,Quick Bites,South Indian,150.0,Delivery,1
Yes,No,22,Marathahalli,Casual Dining,others,600.0,Delivery,0
Yes,No,353,Sarjapur Road,Delivery,"North Indian, Chinese, Biryani",500.0,Delivery,1
Yes,No,0,Marathahalli,Food Court,others,500.0,Delivery,1
Yes,No,52,Bellandur,"Takeaway, Delivery",others,600.0,Delivery,0
Yes,No,0,HSR,Delivery,"North Indian, Biryani",600.0,Delivery,1
Yes,No,4,Bellandur,Casual Dining,Fast Food,600.0,Delivery,0
Yes,No,100,HSR,Cafe,others,650.0,Delivery,0
Yes,No,0,Marathahalli,Casual Dining,"South Indian, North Indian, Chinese",450.0,Delivery,1
No,No,28,Sarjapur Road,Dessert Parlor,"Desserts, Ice Cream",350.0,Delivery,1
Yes,No,0,Marathahalli,Food Court,North Indian,500.0,Delivery,1
Yes,No,0,Bellandur,Casual Dining,"North Indian, Chinese, Biryani",400.0,Delivery,1
No,No,177,Sarjapur Road,Dessert Parlor,"Desserts, Bakery",300.0,Delivery,1
No,No,0,Sarjapur Road,Quick Bites,"North Indian, Chinese",500.0,Delivery,1
No,No,0,Marathahalli,Delivery,North Indian,150.0,Delivery,1
No,No,4,Sarjapur Road,Delivery,Fast Food,500.0,Delivery,0
No,No,4,Sarjapur Road,Beverage Shop,others,200.0,Delivery,0
Yes,No,0,Sarjapur Road,Quick Bites,"Fast Food, Beverages",300.0,Delivery,1
Yes,No,14,HSR,Quick Bites,others,250.0,Delivery,1
Yes,No,4,HSR,Casual Dining,"Biryani, North Indian",600.0,Delivery,0
Yes,No,5,Sarjapur Road,Delivery,Chinese,600.0,Delivery,0
Yes,No,0,HSR,Quick Bites,North Indian,300.0,Delivery,1
Yes,No,11,Sarjapur Road,"Takeaway, Delivery","South Indian, Biryani",400.0,Delivery,0
Yes,No,22,Frazer Town,Delivery,others,300.0,Delivery,1
Yes,No,0,HSR,Beverage Shop,others,150.0,Delivery,1
Yes,No,0,Bellandur,"Takeaway, Delivery","North Indian, Biryani",500.0,Delivery,1
Yes,No,11,Bellandur,Casual Dining,others,900.0,Delivery,0
Yes,No,12,Bellandur,Casual Dining,"North Indian, Chinese",500.0,Delivery,0
Yes,No,0,Marathahalli,"Takeaway, Delivery",Beverages,250.0,Delivery,1
Yes,Yes,218,Marathahalli,Casual Dining,others,750.0,Delivery,1
Yes,No,4,Sarjapur Road,Quick Bites,Biryani,300.0,Delivery,0
Yes,No,0,Marathahalli,Delivery,others,300.0,Delivery,1
No,Yes,1585,Sarjapur Road,"Microbrewery, Casual Dining",others,1500.0,Delivery,1
Yes,No,111,Bellandur,Dessert Parlor,"Desserts, Bakery",600.0,Delivery,1
Yes,No,80,Bellandur,Quick Bites,North Indian,300.0,Delivery,1
Yes,No,0,Bellandur,"Takeaway, Delivery","North Indian, Chinese, South Indian",200.0,Delivery,1
Yes,No,23,HSR,Quick Bites,North Indian,400.0,Delivery,1
Yes,No,0,HSR,Dessert Parlor,"Desserts, Beverages",300.0,Delivery,1
Yes,No,122,HSR,Quick Bites,others,300.0,Delivery,0
Yes,No,92,HSR,Dessert Parlor,Ice Cream,100.0,Delivery,1
Yes,No,23,Sarjapur Road,"Bakery, Quick Bites",others,300.0,Delivery,0
Yes,No,9,Bellandur,Delivery,North Indian,300.0,Delivery,0
Yes,No,7,Marathahalli,Quick Bites,others,250.0,Delivery,0
Yes,No,40,HSR,Quick Bites,others,150.0,Delivery,0
No,No,267,Sarjapur Road,"Sweet Shop, Quick Bites","Mithai, Street Food",400.0,Delivery,1
No,Yes,119,Sarjapur Road,Casual Dining,"North Indian, Chinese",1000.0,Delivery,1
No,No,111,Marathahalli,Casual Dining,"North Indian, Chinese",600.0,Delivery,1
No,No,197,Sarjapur Road,Casual Dining,"North Indian, Chinese",700.0,Delivery,0
No,No,0,Sarjapur Road,Quick Bites,"North Indian, Fast Food",450.0,Delivery,1
No,No,8,Marathahalli,Food Court,others,350.0,Delivery,0
No,No,22,Whitefield,Quick Bites,others,200.0,Delivery,1
No,No,7,Sarjapur Road,Delivery,North Indian,400.0,Delivery,0
No,No,17,Marathahalli,Mess,others,400.0,Delivery,0
No,Yes,32,Sarjapur Road,Casual Dining,North Indian,650.0,Delivery,0
No,No,68,Sarjapur Road,Quick Bites,North Indian,250.0,Delivery,0
No,No,33,Marathahalli,others,"Desserts, Bakery",800.0,Delivery,1
No,No,0,Sarjapur Road,Cafe,"Cafe, Fast Food",400.0,Delivery,1
No,No,0,Sarjapur Road,Quick Bites,"Chinese, North Indian",500.0,Delivery,1
No,No,0,Sarjapur Road,Casual Dining,others,600.0,Delivery,1
No,No,23,Sarjapur Road,Beverage Shop,others,300.0,Delivery,0
No,No,0,Sarjapur Road,Casual Dining,others,1000.0,Delivery,1
No,No,14,others,Delivery,others,300.0,Delivery,0
No,No,5,Sarjapur Road,Quick Bites,others,500.0,Delivery,0
No,No,0,Sarjapur Road,"Takeaway, Delivery",Biryani,400.0,Delivery,1
No,No,10,Sarjapur Road,Bakery,Bakery,300.0,Delivery,0
No,No,0,Sarjapur Road,Quick Bites,North Indian,300.0,Delivery,1
No,No,0,Sarjapur Road,"Takeaway, Delivery",North Indian,300.0,Delivery,1
No,No,0,Sarjapur Road,Quick Bites,others,650.0,Delivery,1
No,No,0,Sarjapur Road,Quick Bites,South Indian,100.0,Delivery,1
No,No,0,Sarjapur Road,Delivery,North Indian,300.0,Delivery,1
No,No,0,Sarjapur Road,Casual Dining,"North Indian, South Indian",800.0,Delivery,1
No,No,0,Sarjapur Road,Bakery,Bakery,300.0,Delivery,1
No,No,0,Sarjapur Road,Delivery,others,300.0,Delivery,1
No,No,0,Sarjapur Road,Delivery,North Indian,300.0,Delivery,1
No,No,5,Marathahalli,Dessert Parlor,Desserts,200.0,Delivery,0
No,No,108,Sarjapur Road,Casual Dining,others,800.0,Delivery,0
No,No,10,Marathahalli,"Takeaway, Delivery",others,300.0,Delivery,0
Yes,No,11,Sarjapur Road,"Takeaway, Delivery",Bakery,350.0,Delivery,0
No,No,132,Sarjapur Road,Quick Bites,others,300.0,Delivery,0
Yes,No,0,others,Delivery,North Indian,350.0,Delivery,1
No,No,5,Bellandur,Quick Bites,others,200.0,Delivery,0
No,No,0,Bellandur,"Takeaway, Delivery",Bakery,200.0,Delivery,1
No,No,0,Sarjapur Road,Quick Bites,others,300.0,Delivery,1
No,No,0,Sarjapur Road,others,Desserts,300.0,Delivery,1
No,No,0,Sarjapur Road,Casual Dining,others,600.0,Delivery,1
Yes,No,0,Marathahalli,Food Court,North Indian,400.0,Delivery,1
Yes,No,0,Bellandur,Quick Bites,North Indian,400.0,Delivery,1
Yes,No,0,Sarjapur Road,Delivery,North Indian,800.0,Delivery,1
Yes,No,20,Sarjapur Road,Quick Bites,"North Indian, Chinese",200.0,Delivery,0
Yes,No,117,Sarjapur Road,"Takeaway, Delivery",others,600.0,Delivery,1
Yes,No,9,HSR,"Takeaway, Delivery",others,500.0,Delivery,0
Yes,No,23,Bellandur,Casual Dining,Chinese,800.0,Delivery,0
Yes,No,19,Bellandur,Quick Bites,North Indian,300.0,Delivery,0
Yes,No,0,Bellandur,Quick Bites,others,350.0,Delivery,1
Yes,No,0,Sarjapur Road,Delivery,North Indian,500.0,Delivery,1
Yes,No,0,Sarjapur Road,Delivery,others,600.0,Delivery,1
Yes,No,0,Sarjapur Road,Delivery,others,600.0,Delivery,1
Yes,No,0,Sarjapur Road,Delivery,Biryani,500.0,Delivery,1
Yes,No,0,HSR,Delivery,North Indian,500.0,Delivery,1
No,No,0,Marathahalli,"Beverage Shop, Quick Bites",others,300.0,Delivery,1
Yes,No,6,HSR,Quick Bites,"South Indian, Biryani",250.0,Delivery,0
Yes,No,19,Bellandur,Casual Dining,others,600.0,Delivery,0
Yes,No,10,HSR,Delivery,"Biryani, Kebab",400.0,Delivery,0
Yes,No,0,HSR,Quick Bites,"South Indian, North Indian",200.0,Delivery,1
Yes,No,69,Marathahalli,"Takeaway, Delivery","North Indian, Biryani",250.0,Delivery,0
Yes,No,39,HSR,others,Beverages,500.0,Delivery,0
Yes,No,0,Marathahalli,Casual Dining,others,500.0,Delivery,1
Yes,No,10,Sarjapur Road,Quick Bites,"North Indian, South Indian, Chinese",350.0,Delivery,0
Yes,No,490,Bellandur,"Bakery, Dessert Parlor",others,500.0,Desserts,1
Yes,No,175,Bellandur,"Bakery, Dessert Parlor","Bakery, Desserts",300.0,Desserts,1
Yes,No,6,Bellandur,others,"Desserts, Bakery",300.0,Desserts,0
Yes,No,152,Bellandur,Sweet Shop,"Mithai, Street Food",400.0,Desserts,1
Yes,No,632,Bellandur,Delivery,others,500.0,Desserts,1
No,No,83,Bellandur,Dessert Parlor,"Ice Cream, Desserts",200.0,Desserts,1
Yes,No,1233,Bellandur,Casual Dining,others,500.0,Desserts,1
Yes,No,0,Bellandur,Dessert Parlor,"Desserts, Beverages",400.0,Desserts,1
No,No,20,Bellandur,Bakery,"Bakery, Desserts",500.0,Desserts,0
Yes,No,18,Bellandur,others,others,400.0,Desserts,0
Yes,No,213,Bellandur,Dessert Parlor,others,400.0,Desserts,1
Yes,No,35,Bellandur,Cafe,others,650.0,Desserts,1
Yes,No,163,Bellandur,others,others,250.0,Desserts,0
Yes,No,136,Bellandur,"Bakery, Quick Bites",others,600.0,Desserts,0
Yes,No,75,Bellandur,"Bakery, Dessert Parlor","Bakery, Desserts",500.0,Desserts,1
Yes,No,111,Bellandur,Dessert Parlor,"Desserts, Bakery",600.0,Desserts,1
No,No,0,Bellandur,Delivery,"Desserts, Bakery",200.0,Desserts,1
Yes,No,11,Bellandur,others,"Desserts, Bakery",300.0,Desserts,0
Yes,No,0,Bellandur,Bakery,"Bakery, Desserts",500.0,Desserts,1
No,No,128,Bellandur,"Bakery, Quick Bites",others,600.0,Desserts,0
Yes,No,44,Bellandur,Dessert Parlor,"Desserts, Beverages",900.0,Desserts,0
No,No,9,Bellandur,Beverage Shop,others,300.0,Desserts,0
Yes,No,0,Bellandur,Dessert Parlor,"Ice Cream, Desserts",300.0,Desserts,1
No,No,6,Bellandur,Dessert Parlor,"Ice Cream, Desserts",300.0,Desserts,0
No,No,36,Bellandur,Bakery,"Bakery, Desserts",400.0,Desserts,0
No,No,23,Bellandur,"Dessert Parlor, Quick Bites",others,200.0,Desserts,0
No,No,0,Bellandur,Dessert Parlor,Ice Cream,200.0,Desserts,1
Yes,No,72,Bellandur,Kiosk,"Ice Cream, Desserts",300.0,Desserts,1
No,No,0,Bellandur,others,"Desserts, Bakery",400.0,Desserts,1
Yes,No,48,Bellandur,Dessert Parlor,"Ice Cream, Desserts",250.0,Desserts,0
Yes,No,74,Bellandur,"Cafe, Dessert Parlor",others,600.0,Desserts,1
Yes,No,25,Bellandur,Food Court,Ice Cream,300.0,Desserts,0
No,No,8,Bellandur,others,others,600.0,Desserts,0
No,No,15,Bellandur,Kiosk,"Fast Food, Beverages",250.0,Desserts,0
No,No,0,Bellandur,"Takeaway, Delivery","Bakery, Desserts",500.0,Desserts,1
No,No,0,Bellandur,"Cafe, Bakery",others,1000.0,Desserts,1
Yes,No,10,Bellandur,Bakery,"Bakery, Desserts",400.0,Desserts,0
Yes,No,0,Bellandur,others,others,600.0,Desserts,1
No,No,0,Bellandur,"Bakery, Quick Bites","Bakery, Desserts",400.0,Desserts,1
No,No,4,Bellandur,"Sweet Shop, Quick Bites",others,200.0,Desserts,0
No,No,10,Bellandur,Beverage Shop,"Beverages, Fast Food",200.0,Desserts,0
No,No,0,Bellandur,"Takeaway, Delivery","Bakery, Desserts",850.0,Desserts,1
No,No,31,Bellandur,Bakery,"Bakery, Desserts",200.0,Desserts,0
No,No,19,Bellandur,Bakery,Bakery,400.0,Desserts,0
Yes,No,37,Bellandur,Delivery,others,400.0,Desserts,1
Yes,No,8,Bellandur,Bakery,Bakery,250.0,Desserts,0
Yes,No,556,Sarjapur Road,"Dessert Parlor, Cafe",others,500.0,Desserts,1
No,No,267,Sarjapur Road,"Sweet Shop, Quick Bites","Mithai, Street Food",400.0,Desserts,1
Yes,No,269,Sarjapur Road,Bakery,others,750.0,Desserts,1
No,No,384,Sarjapur Road,Dessert Parlor,"Ice Cream, Desserts",150.0,Desserts,1
Yes,No,41,Sarjapur Road,Dessert Parlor,"Ice Cream, Desserts",450.0,Desserts,1
Yes,No,18,Sarjapur Road,Dessert Parlor,Desserts,200.0,Desserts,0
Yes,No,16,Sarjapur Road,Bakery,"Bakery, Desserts",400.0,Desserts,0
Yes,No,94,Marathahalli,Cafe,others,700.0,Desserts,0
Yes,No,11,Sarjapur Road,"Takeaway, Delivery",Bakery,350.0,Desserts,0
Yes,No,38,Marathahalli,Dessert Parlor,"Desserts, Ice Cream",150.0,Desserts,1
Yes,No,81,Sarjapur Road,Bakery,"Bakery, Desserts",300.0,Desserts,1
Yes,No,24,Sarjapur Road,Bakery,"Bakery, Desserts",500.0,Desserts,0
No,No,177,Sarjapur Road,Dessert Parlor,"Desserts, Bakery",300.0,Desserts,1
Yes,No,13,Sarjapur Road,Beverage Shop,others,400.0,Desserts,0
Yes,No,20,Sarjapur Road,Dessert Parlor,Desserts,300.0,Desserts,1
Yes,No,23,Sarjapur Road,"Bakery, Quick Bites",others,300.0,Desserts,0
No,No,33,Marathahalli,others,"Desserts, Bakery",800.0,Desserts,1
Yes,No,22,Sarjapur Road,Bakery,"Desserts, Bakery",400.0,Desserts,0
No,No,28,Sarjapur Road,Dessert Parlor,"Desserts, Ice Cream",350.0,Desserts,1
Yes,No,31,Sarjapur Road,Bakery,"Bakery, Desserts",400.0,Desserts,0
No,No,23,Sarjapur Road,Beverage Shop,others,300.0,Desserts,0
No,No,0,Sarjapur Road,others,others,300.0,Desserts,1
No,No,21,HSR,Takeaway,"Bakery, Desserts",200.0,Desserts,0
No,No,75,Sarjapur Road,Dessert Parlor,"Ice Cream, Desserts",350.0,Desserts,1
No,No,0,BTM,Dessert Parlor,"Desserts, Ice Cream",100.0,Desserts,1
No,No,10,Sarjapur Road,Bakery,Bakery,300.0,Desserts,0
No,No,4,Sarjapur Road,Dessert Parlor,Desserts,300.0,Desserts,0
No,No,0,Sarjapur Road,Bakery,Bakery,300.0,Desserts,1
No,No,7,Sarjapur Road,Cafe,"Cafe, Fast Food",900.0,Desserts,0
No,No,5,Marathahalli,Dessert Parlor,Desserts,200.0,Desserts,0
Yes,No,93,Sarjapur Road,Bakery,"Bakery, Desserts",500.0,Desserts,1
Yes,No,24,Marathahalli,Bakery,"Bakery, Desserts",400.0,Desserts,0
No,No,0,Sarjapur Road,others,Desserts,300.0,Desserts,1
No,Yes,271,Bellandur,Casual Dining,others,2000.0,Dine-out,1
No,Yes,284,Bellandur,Casual Dining,others,1500.0,Dine-out,1
Yes,Yes,1691,Bellandur,"Casual Dining, Bar",North Indian,1100.0,Dine-out,1
Yes,Yes,3020,Bellandur,Casual Dining,others,1000.0,Dine-out,1
Yes,No,555,Bellandur,Casual Dining,others,1800.0,Dine-out,1
Yes,No,793,Bellandur,"Casual Dining, Pub",others,1700.0,Dine-out,1
Yes,Yes,1365,Bellandur,"Casual Dining, Bar",others,1800.0,Dine-out,1
Yes,Yes,2182,Bellandur,"Bar, Casual Dining",others,1400.0,Dine-out,1
Yes,No,894,Bellandur,Casual Dining,"Biryani, Kebab",750.0,Dine-out,1
Yes,Yes,996,Bellandur,Casual Dining,others,1200.0,Dine-out,1
No,No,308,Bellandur,Casual Dining,North Indian,800.0,Dine-out,1
No,Yes,403,Bellandur,Casual Dining,others,1800.0,Dine-out,1
Yes,No,444,Bellandur,Casual Dining,North Indian,1200.0,Dine-out,1
Yes,No,230,Bellandur,Casual Dining,North Indian,950.0,Dine-out,1
Yes,No,60,Bellandur,Beverage Shop,"Beverages, Fast Food",600.0,Dine-out,1
No,No,213,Bellandur,Casual Dining,"Chinese, North Indian",400.0,Dine-out,1
No,No,225,Bellandur,Casual Dining,North Indian,700.0,Dine-out,1
Yes,No,692,Bellandur,Casual Dining,others,600.0,Dine-out,0
Yes,No,2084,Bellandur,Casual Dining,others,750.0,Dine-out,1
Yes,Yes,392,Bellandur,Bar,"Biryani, North Indian",1500.0,Dine-out,1
Yes,No,0,Bellandur,Casual Dining,others,500.0,Dine-out,1
Yes,No,404,Bellandur,Casual Dining,others,500.0,Dine-out,0
No,Yes,255,Bellandur,Lounge,others,1500.0,Dine-out,0
No,No,246,Bellandur,Casual Dining,North Indian,1200.0,Dine-out,1
Yes,No,152,Bellandur,Sweet Shop,"Mithai, Street Food",400.0,Dine-out,1
No,No,15,Bellandur,"Cafe, Quick Bites",others,500.0,Dine-out,0
No,No,368,Bellandur,Casual Dining,others,600.0,Dine-out,1
Yes,No,419,Bellandur,Casual Dining,others,900.0,Dine-out,1
Yes,No,107,Bellandur,Cafe,others,400.0,Dine-out,1
Yes,No,268,Bellandur,Casual Dining,others,800.0,Dine-out,1
Yes,No,289,Bellandur,Casual Dining,others,500.0,Dine-out,0
Yes,No,4,Bellandur,Casual Dining,others,900.0,Dine-out,0
Yes,No,146,Bellandur,Casual Dining,others,650.0,Dine-out,1
Yes,No,1233,Bellandur,Casual Dining,others,500.0,Dine-out,1
Yes,Yes,37,Bellandur,Casual Dining,others,1500.0,Dine-out,0
Yes,No,182,Bellandur,Casual Dining,others,800.0,Dine-out,0
Yes,No,0,Bellandur,Casual Dining,others,700.0,Dine-out,1
No,Yes,106,Bellandur,"Casual Dining, Bar",others,1600.0,Dine-out,1
No,Yes,707,Bellandur,others,"North Indian, Chinese",1400.0,Dine-out,1
Yes,Yes,157,Bellandur,Casual Dining,others,600.0,Dine-out,1
Yes,No,35,Bellandur,Cafe,others,650.0,Dine-out,1
Yes,No,106,Bellandur,Casual Dining,"North Indian, Chinese",500.0,Dine-out,0
Yes,No,74,Bellandur,Casual Dining,others,800.0,Dine-out,0
Yes,No,123,Bellandur,Mess,others,300.0,Dine-out,0
No,No,0,Bellandur,Mess,others,250.0,Dine-out,1
Yes,No,66,Bellandur,Casual Dining,others,550.0,Dine-out,0
Yes,No,11,Bellandur,Kiosk,"Beverages, Fast Food",400.0,Dine-out,0
No,No,11,Bellandur,Quick Bites,others,400.0,Dine-out,0
Yes,No,33,Bellandur,Casual Dining,others,800.0,Dine-out,0
No,No,0,Bellandur,Mess,others,300.0,Dine-out,1
Yes,No,0,Bellandur,Casual Dining,others,500.0,Dine-out,1
Yes,No,0,Bellandur,Casual Dining,"North Indian, Chinese, Biryani",600.0,Dine-out,1
Yes,No,95,Bellandur,Casual Dining,others,500.0,Dine-out,0
No,No,120,Bellandur,Casual Dining,others,1000.0,Dine-out,0
No,No,23,Bellandur,Cafe,Cafe,500.0,Dine-out,1
Yes,No,127,Bellandur,Quick Bites,North Indian,400.0,Dine-out,0
Yes,No,61,Bellandur,"Beverage Shop, Quick Bites",others,250.0,Dine-out,1
Yes,No,0,Bellandur,Casual Dining,"North Indian, Chinese, Biryani",400.0,Dine-out,1
Yes,No,11,Bellandur,Casual Dining,others,600.0,Dine-out,0
No,No,38,Bellandur,others,others,700.0,Dine-out,1
No,No,336,Bellandur,Casual Dining,others,600.0,Dine-out,0
No,No,6,Bellandur,Pub,"North Indian, Chinese",1000.0,Dine-out,0
No,No,6,Bellandur,Mess,"South Indian, North Indian",300.0,Dine-out,0
No,No,25,Bellandur,Cafe,Cafe,400.0,Dine-out,1
Yes,No,19,Bellandur,Casual Dining,others,600.0,Dine-out,0
Yes,No,34,Bellandur,others,others,400.0,Dine-out,0
No,No,131,Bellandur,Casual Dining,others,800.0,Dine-out,0
Yes,No,32,Bellandur,Casual Dining,others,550.0,Dine-out,0
Yes,No,48,Bellandur,Cafe,"Cafe, Fast Food",900.0,Dine-out,0
No,No,95,Bellandur,Casual Dining,others,700.0,Dine-out,0
Yes,No,19,Bellandur,Cafe,others,500.0,Dine-out,0
No,No,28,Bellandur,Casual Dining,others,700.0,Dine-out,0
Yes,No,42,Bellandur,Casual Dining,North Indian,400.0,Dine-out,0
Yes,No,41,Bellandur,Casual Dining,others,700.0,Dine-out,0
Yes,No,11,Bellandur,Casual Dining,others,900.0,Dine-out,0
Yes,No,31,Bellandur,"Casual Dining, Bar",others,500.0,Dine-out,0
Yes,No,12,Bellandur,Casual Dining,"North Indian, Chinese",500.0,Dine-out,0
Yes,No,11,Bellandur,Casual Dining,others,400.0,Dine-out,0
No,No,12,Bellandur,Casual Dining,others,700.0,Dine-out,0
Yes,No,23,Bellandur,Casual Dining,Chinese,800.0,Dine-out,0
Yes,No,9,Bellandur,Casual Dining,others,550.0,Dine-out,0
Yes,No,17,Bellandur,Quick Bites,"North Indian, Chinese",400.0,Dine-out,0
Yes,No,48,Bellandur,Kiosk,others,400.0,Dine-out,0
No,No,47,Bellandur,Cafe,Cafe,500.0,Dine-out,0
No,No,33,Bellandur,Cafe,"Cafe, Fast Food",550.0,Dine-out,0
No,No,0,Bellandur,"Cafe, Bakery",others,1000.0,Dine-out,1
No,No,0,Bellandur,Casual Dining,North Indian,700.0,Dine-out,1
Yes,No,4,Bellandur,Casual Dining,Fast Food,600.0,Dine-out,0
Yes,No,4,Bellandur,Casual Dining,others,700.0,Dine-out,0
No,No,337,Bellandur,Casual Dining,North Indian,450.0,Dine-out,0
Yes,No,20,Bellandur,Casual Dining,others,400.0,Dine-out,0
Yes,No,0,Bellandur,Quick Bites,others,300.0,Dine-out,1
No,No,7,Bellandur,Mess,"South Indian, Chinese",350.0,Dine-out,0
No,No,16,Bellandur,Casual Dining,others,500.0,Dine-out,0
No,No,4,Bellandur,"Sweet Shop, Quick Bites",others,200.0,Dine-out,0
No,No,10,Bellandur,Casual Dining,others,600.0,Dine-out,0
No,No,17,Bellandur,Casual Dining,others,400.0,Dine-out,0
Yes,No,33,Bellandur,Casual Dining,"North Indian, South Indian, Chinese",500.0,Dine-out,0
No,No,0,Bellandur,Casual Dining,others,600.0,Dine-out,1
No,No,155,Bellandur,Casual Dining,"North Indian, Biryani",800.0,Dine-out,0
No,No,13,Bellandur,Casual Dining,"North Indian, Chinese",400.0,Dine-out,0
No,No,6,Bellandur,Cafe,"Cafe, Fast Food",500.0,Dine-out,0
No,No,7,Bellandur,Kiosk,others,100.0,Dine-out,0
No,No,0,Bellandur,Mess,South Indian,200.0,Dine-out,1
No,No,59,Bellandur,Casual Dining,others,550.0,Dine-out,0
No,No,114,Bellandur,Cafe,others,550.0,Dine-out,1
No,No,542,Bellandur,Casual Dining,others,750.0,Dine-out,0
No,No,46,Bellandur,others,others,2000.0,Dine-out,1
Yes,No,50,Bellandur,Casual Dining,North Indian,500.0,Dine-out,0
No,No,270,Bellandur,Casual Dining,"North Indian, Chinese",400.0,Dine-out,0
Yes,No,370,Bellandur,Casual Dining,others,550.0,Dine-out,1
Yes,No,35,Bellandur,Casual Dining,"North Indian, Chinese",400.0,Dine-out,0
Yes,No,27,Bellandur,Casual Dining,Biryani,400.0,Dine-out,0
Yes,Yes,341,Bellandur,Cafe,others,1000.0,Dine-out,1
Yes,No,235,Bellandur,Casual Dining,North Indian,800.0,Dine-out,0
Yes,No,0,Bellandur,Casual Dining,Biryani,450.0,Dine-out,1
No,No,0,Bellandur,Casual Dining,others,200.0,Dine-out,1
Yes,No,166,Bellandur,Quick Bites,"North Indian, Chinese",450.0,Dine-out,1
Yes,No,0,Bellandur,Quick Bites,North Indian,200.0,Dine-out,1
Yes,No,77,Bellandur,Quick Bites,"South Indian, North Indian, Chinese",300.0,Dine-out,1
Yes,No,378,Bellandur,Quick Bites,others,500.0,Dine-out,0
Yes,No,532,Bellandur,Quick Bites,"North Indian, Chinese",300.0,Dine-out,1
Yes,No,214,Bellandur,Quick Bites,Biryani,400.0,Dine-out,1
Yes,No,26,Bellandur,Quick Bites,others,300.0,Dine-out,0
Yes,No,0,Bellandur,Quick Bites,North Indian,200.0,Dine-out,1
Yes,No,6,Bellandur,Quick Bites,North Indian,300.0,Dine-out,0
Yes,No,0,Bellandur,Quick Bites,others,500.0,Dine-out,1
Yes,No,18,Bellandur,Quick Bites,others,400.0,Dine-out,0
Yes,No,48,Bellandur,Quick Bites,"South Indian, North Indian, Chinese",300.0,Dine-out,1
Yes,No,163,Bellandur,others,others,250.0,Dine-out,0
No,No,20,Bellandur,others,others,450.0,Dine-out,0
Yes,No,75,Bellandur,"Bakery, Dessert Parlor","Bakery, Desserts",500.0,Dine-out,1
Yes,No,136,Bellandur,"Bakery, Quick Bites",others,600.0,Dine-out,0
Yes,No,80,Bellandur,Quick Bites,North Indian,300.0,Dine-out,1
Yes,No,248,Bellandur,Quick Bites,"North Indian, Chinese",400.0,Dine-out,0
Yes,No,94,Bellandur,Quick Bites,Kerala,200.0,Dine-out,1
Yes,No,37,Bellandur,Quick Bites,"South Indian, North Indian, Chinese",400.0,Dine-out,0
Yes,No,258,Bellandur,Quick Bites,others,500.0,Dine-out,0
Yes,No,0,Bellandur,Quick Bites,"Desserts, Ice Cream",250.0,Dine-out,1
Yes,No,12,Bellandur,Quick Bites,Biryani,200.0,Dine-out,0
Yes,No,14,Bellandur,Quick Bites,others,250.0,Dine-out,0
Yes,No,200,Bellandur,Quick Bites,others,450.0,Dine-out,0
